"id" "time" "I1" "I2" "I3" "I4" "I5" "I6"
"1" 1 1 1.05645319862298 -1.60759367555976 -1.57605877252895 -3.80079676262443 -3.03778709172163 -1.4600907359434
"2" 1 2 -2.64702728981219 -2.3622112701594 -3.76156974185301 -2.50691863854036 -3.24555864418815 -1.17378014911631
"3" 1 3 0.0896041663321839 -2.0064921417277 -2.94863666907773 -1.53062637600126 -2.70576735767131 -1.26444024826832
"4" 1 4 -0.716087057152444 -0.392322149837112 -2.34359185419339 -1.91979023859916 -2.14712948058786 -1.51572470689057
"5" 1 5 -2.48037291661818 -3.08568657054489 -2.62983341550168 -1.7888079577898 -2.88582168913024 -1.12873715209527
"6" 1 6 -0.566461307543422 1.01370376253031 0.209981199171014 -1.94192006327147 -0.16877568654136 -0.29199833748677
"7" 1 7 0.506025406770303 2.11603175792353 0.293166008571393 -0.846774633572256 1.26454863872173 0.135574594717862
"8" 1 8 0.90021229215198 1.24140302339422 -0.680552053952584 0.053934568724993 0.81539911736576 0.216098615041013
"9" 1 9 -2.82256142738232 -0.0072997204070756 -2.92452300240766 -2.0753799865387 -2.73079237602888 -1.7408961132122
"10" 1 10 1.78096656688553 3.06440292760064 3.09670568631933 1.10520606529899 3.54212968059233 1.78335753398514
"11" 1 11 0.38223811874832 3.04918543863309 0.21719451410643 1.61022524365429 3.19972566765873 1.70517077898408
"12" 1 12 1.69045113029268 2.50150776960428 1.3128915240943 2.8394725601297 3.28383924931315 1.10665950809871
"13" 1 13 1.19270483044363 -1.56208607463747 -1.90643413506936 -2.72550300348971 -2.42451128167471 -1.65857423956208
"14" 1 14 -0.728709436166676 -0.676861081036465 -1.18612221550572 -1.40772748510808 -2.0931086944702 -0.749845777373838
"15" 1 15 3.15707636489242 -0.313578113097992 1.05475719513529 0.620239971612327 -0.011344139878067 0.0610284542539641
"16" 1 16 -0.515137195023686 0.963844428261408 -0.730428983566192 -1.16885188453611 -0.191174033904536 0.398664327688775
"17" 1 17 2.34799666605289 -0.123608563576416 -0.870610924405983 -0.650195008187575 0.495709061296971 0.0529867657287838
"18" 1 18 2.76888159621371 0.916753558504084 -0.735369503087644 -1.90463902891141 1.38059311436231 0.525526881724458
"19" 1 19 1.4848824204594 0.120176991044379 -1.27615048444631 -1.98766978920554 -0.712828865988842 -0.384704627934535
"20" 1 20 -3.69947469482065 0.282044963963182 -2.63016359752247 -1.52303041450134 -1.05639260871691 -0.782152270032358
"21" 1 21 -2.43097319886295 -0.823910361432783 -1.12949898331988 -1.50125447116467 -2.5161355262307 -1.78609194877435
"22" 1 22 -1.70148245522897 -2.70900007660074 -0.0405019351464304 -1.15906830235999 0.648935594650419 -0.175942472171136
"23" 1 23 -2.59950781863444 -3.3769449171508 -2.01349236668996 -3.98154114348229 -4.00540294065678 -2.29898806628036
"24" 1 24 -4.16139709654348 -1.24409250765811 -2.12935748738658 -4.00392793379292 -3.06702407563159 -0.929768432585093
"25" 1 25 -1.62653767217085 1.33538431444645 0.787475675021525 -0.755904248774857 -0.67782954226795 -0.521241026692967
"26" 1 26 -0.262448994843807 -0.993271317919403 -3.28948489583255 -1.13498149924247 -0.507118665459942 -0.504332422454692
"27" 1 27 0.151731265995057 1.81153667299299 -0.728149421748686 0.205186397669077 1.6962781528582 0.688239767168279
"28" 1 28 1.7223545213987 0.924327684175622 0.346728856886858 0.657812051025013 2.24560375349454 1.17554708990773
"29" 1 29 -0.0974796057647074 -0.0504236751723913 -1.8044926394959 -1.20099391890613 -0.772280284196066 -0.440033331618267
"30" 1 30 -1.94273124654544 -1.18543094863877 -1.11163545713383 -0.858884190597884 -1.42679537981106 -0.552600917503064
"31" 1 31 -2.19617279941649 -0.401463070205227 -1.48725023402558 -0.660479999300559 -1.15473903620075 -0.681579606266919
"32" 1 32 0.266341663615194 -1.86028439172976 -1.39510790615972 0.0654072485071062 -0.708547616592982 -0.357421133975566
"33" 1 33 -1.33305947159663 -0.0755258600481346 -2.00992089474778 -1.70885592329277 -1.5800575325885 -1.1105067756067
"34" 1 34 0.378893548132285 -1.22072269684867 -1.74314719706644 -2.77336247940243 -2.86418377133419 -1.50207854545499
"35" 1 35 -3.11012825640689 -0.0877945418616078 -0.366761784017305 -3.09513957745732 -2.96593674236749 -0.564493954643686
"36" 1 36 1.87765924319859 0.212564362816776 -1.64410302017497 -1.25064349001554 0.228012947270413 -0.8152999231966
"37" 1 37 0.383561811642052 2.37420772894812 0.820599926204566 -1.13577821311685 1.71612264652318 0.367324631815438
"38" 1 38 2.41209701842204 -0.833250533477618 -0.179816496294619 -0.625563629887182 -0.636523351817677 -0.550869684857138
"39" 1 39 -0.514319601453753 1.12534167232112 -1.7217295897033 0.274155491105453 -0.0785807263771624 -0.367744841956094
"40" 1 40 -1.12953997089982 -0.634954081315201 -1.9632435088871 -3.34272013635611 -2.49311132466558 -1.12789562073593
"41" 1 41 -2.96087076257666 -1.7078300023474 -2.35449571289749 -3.09564682579377 -3.20174664736552 -1.71731308463837
"42" 1 42 -0.195677099621023 -2.838316328076 -2.22066220576678 -2.90458283617877 -2.91557924754709 -1.5728696488505
"43" 1 43 -2.41521346260244 -2.61743357826502 -5.18646108106739 -5.72994024488786 -4.85663477645665 -2.3398430990019
"44" 1 44 -6.28221098054181 -4.3756998086342 -4.87655970437351 -5.68100844555885 -6.16146891654937 -3.02548982170316
"45" 1 45 -1.92768516136061 -0.903521577190789 -0.802450397091367 -3.04260200653954 -2.3747119227027 -0.854824210950781
"46" 1 46 -0.0335724642307689 -0.266414745827267 -0.838109593520104 -2.43637785393486 -1.41311839056923 -0.796707549362406
"47" 1 47 -2.70572683290551 -1.07413810533297 -3.18613052984629 -2.32455657473041 -1.98462155417325 -1.43569029702603
"48" 1 48 1.41796433661987 -1.08432880833749 -1.37901208988705 -0.438781981006435 -0.742409267919466 -0.601591683635792
"49" 1 49 3.27125846199479 3.11692129080833 0.421995833401254 0.821724873393168 2.9441767607232 1.69162075500784
"50" 1 50 -0.0847613646648725 -1.95892936202896 -2.68536157026402 -1.88566210268628 -3.50919345073187 -1.98141740431146
"51" 1 51 1.59326968344187 0.992243013006978 -0.0922224751112715 -1.71757368760255 -0.0903939876840614 -0.313237282931344
"52" 1 52 0.697399348570288 1.79406611783596 0.607262818789217 -0.699183561136556 1.94539849606658 0.699016205205038
"53" 1 53 0.587427107617586 0.518047431465494 -0.348156090019987 -1.6479074785353 0.877265587177184 -0.320889113553844
"54" 1 54 -1.90202105511354 -0.729815901989039 -1.46837291683379 -0.779136691902633 -1.27107129926069 -0.393828696370432
"55" 1 55 -1.4489541607108 -1.93110348052805 -2.25159373781162 -2.59048940342694 -2.77485263836147 -1.32074946105163
"56" 1 56 1.22552456518842 -0.843858588108202 -4.41312437197532 -2.77556426947978 -3.20767519797168 -1.71739428071274
"57" 1 57 -0.893233555374783 -1.4465316948499 -2.38570080763883 -3.13589860270388 -3.39120945829213 -2.40156436682207
"58" 1 58 -4.66975699090989 -5.01523825407267 -3.60390372806909 -3.20704384047431 -5.59892509705811 -2.80714084227064
"59" 1 59 -5.20029063598516 -3.69691033320703 -2.14599726155326 -4.46509634697756 -4.80669093578399 -2.57282928411886
"60" 1 60 -0.187806486396011 -0.624247348417029 -2.06144726835966 -1.36848527948542 -1.01935320187914 -0.354106941835891
"61" 1 61 -2.53811888819724 -1.01407416037566 -2.164003298476 -2.06737682508801 -1.64415304193868 -1.14197549517102
"62" 1 62 1.08540044645266 1.68085964497975 -0.573059595667827 1.30538896955926 0.927826481237064 0.825714655832363
"63" 1 63 2.01393330816975 1.67677735690901 -2.41936135986948 -0.846803308338511 -0.254511011228794 -0.714378773473653
"64" 1 64 -0.998478777759723 -0.717773021083161 -1.79610519134414 0.358361672493999 -0.435127923851614 -0.25184972512055
"65" 1 65 0.494943555831266 2.47658002803065 0.211242536168887 -1.56538613452267 0.549759786735955 0.0599328983093891
"66" 1 66 0.399147535460484 -1.18968597339728 -1.27279410078629 -2.91298345334723 -2.04354750876031 -1.61542950196639
"67" 1 67 -2.67120862961818 -2.73412274087588 -3.06801560261198 -1.01387114631699 -2.45493862035172 -1.41449703698371
"68" 1 68 -3.13335069739628 -1.24011511432661 -2.9384208453937 -2.78908053078897 -2.56140862063779 -1.70847644845033
"69" 1 69 -0.140325597911465 0.393951955331421 -0.788921147481161 1.12833034291359 1.6488272433535 0.634059492105674
"70" 1 70 -0.903003151252784 1.10848663281801 -0.330969485311909 -1.00892718310514 0.692504240123427 0.287418670377265
"71" 1 71 -1.51899451553512 2.0698802577233 -1.03836430556395 -0.112402189491976 -0.00316259085455495 -0.195652822051449
"72" 1 72 0.229139121634456 -1.7022611898785 -3.10858054205209 -2.49576240528331 -2.44239913625895 -0.872371504541678
"73" 1 73 -2.25230936725624 -1.04534691450226 -2.68271997907426 -1.31223035163306 -2.20039668758216 -1.19102177002469
"74" 1 74 -0.433920537920071 0.359780262085143 -0.905385545688298 -0.708237022035859 -1.04137546833516 -0.178490025262988
"75" 1 75 0.406711839292442 0.0893031449131747 -1.54158725052356 -0.921510126767682 -1.88793199203778 -0.581355023411894
"76" 1 76 -1.08552293389474 -0.414669128447593 -3.57488219891426 -3.28700660281193 -2.66019427617997 -1.36678082410245
"77" 1 77 -3.02169655770584 -0.723152159435867 -2.67729047887603 -3.19593379013786 -3.66221830041077 -1.78059567140433
"78" 1 78 -2.14252379489535 -2.07182318709104 -2.28156397872447 -1.34223046282465 -2.21420856644696 -1.29527769201637
"79" 1 79 -0.521059351323325 -0.524029838083598 -1.6822936499968 -2.60873300551815 -1.77203246466213 -0.309893257669909
"80" 1 80 3.20790261554257 0.430972164015946 -0.0297769185045818 -0.217307803075428 1.07418769411182 -0.037122593007929
"81" 1 81 -2.19000980231935 -1.14647501890907 -1.76735949997851 -3.44784883202423 -2.58615307909145 -1.83758790856212
"82" 1 82 -2.39832090526507 -2.94093854795481 -0.605493841935881 -1.29806459253328 -3.47421038782919 -1.28292414362222
"83" 1 83 -5.25837689011314 -4.00161460094814 -4.83108645804291 -3.40362725122641 -5.23889301179965 -2.2719390190937
"84" 1 84 -1.1566565153149 -1.58887292356771 -3.30441197646985 -1.85546958074623 -3.18006030105781 -2.08316106912164
"85" 1 85 0.413940454100284 0.170177699588323 -1.84478488836498 -1.11764811901384 -1.01198993101285 -0.456392510060564
"86" 1 86 -0.113886160315935 0.964340638164355 -2.06014906225842 -0.390924322470065 -0.240545663325676 -0.750378444332576
"87" 1 87 2.2997323204361 1.76263352610826 -0.201007795581396 -0.100067092434711 0.656654960505909 0.707259161080511
"88" 1 88 0.574313040341463 2.04851424212325 0.611205906381479 0.457079019910799 1.30842191162203 0.151518542322547
"89" 1 89 -0.890656845682992 0.73541127924026 -0.97514641325348 -1.43746270612653 -0.583618970578365 -0.6728561655474
"90" 1 90 1.06826838559787 1.70586999256803 0.801327540060562 -0.642435116723006 1.67715789063552 0.37906937705297
"91" 2 1 -0.75869425424478 -0.803684525532227 -0.123711812004426 -1.3044442982692 -1.08754287982458 0.0726480927625074
"92" 2 2 1.8061161153952 -0.345707940438189 -0.288508442557583 0.378890419388844 -0.172070780329441 0.846878134331849
"93" 2 3 -0.15591643457857 -0.224080041377695 0.776293595834394 -0.0762805396378149 -0.555670484267008 0.395427833312447
"94" 2 4 -3.71300577846751 -1.78637028231273 -1.40334963381286 -0.920778220218936 -3.18560168362814 -0.715475297711368
"95" 2 5 -0.252136273420157 -0.247618759272176 -0.90986876842214 -0.359060792804012 -1.38519337905064 -0.490959296063121
